timestamp,open,high,low,close,volume,vwap
2022-02-25 05:00:00,269.7433,273.1667,260.8002,269.9567,76018263.0,267.3868
2022-02-28 05:00:00,271.67,292.2867,271.5692,290.1433,99006867.0,285.2861
2022-03-01 05:00:00,289.8933,296.6267,284.5933,288.1233,74616861.0,289.2076
2022-03-02 05:00:00,290.71,295.4933,281.424,293.2967,74640258.0,288.6066
2022-03-03 05:00:00,292.9233,295.4797,277.5334,279.7633,61620507.0,285.0334
2022-03-04 05:00:00,283.0333,285.2167,275.0536,279.43,67165461.0,279.8899
2022-03-07 05:00:00,285.4333,288.7133,268.19,268.1933,72494172.0,277.0593
2022-03-08 05:00:00,265.1767,283.33,260.7233,274.8,80369106.0,273.8044
2022-03-09 05:00:00,279.8267,286.8533,277.3367,286.3233,59172669.0,283.561
2022-03-10 05:00:00,283.8167,284.8167,270.12,279.4333,58648644.0,276.7424
2022-03-11 05:00:00,280.0657,281.2673,264.59,265.1167,67037166.0,269.639
2022-03-14 04:00:00,260.2033,266.9,252.0133,255.4567,71131263.0,257.9314
2022-03-15 04:00:00,258.4233,268.5233,252.19,267.2967,66839703.0,262.7294
2022-03-16 04:00:00,269.6667,280.6667,267.42,280.0767,84028821.0,275.9049
2022-03-17 04:00:00,276.9967,291.6667,275.2393,290.5333,66582972.0,285.5174
2022-03-18 04:00:00,291.4967,302.6167,289.13,301.7967,100378191.0,298.7398
2022-03-21 04:00:00,304.9933,314.2833,302.3633,307.0533,81980352.0,307.4873
2022-03-22 04:00:00,310.0,332.62,307.25,331.3267,105838857.0,321.0034
2022-03-23 04:00:00,326.6467,346.9,325.4667,333.0367,120476469.0,336.5311
2022-03-24 04:00:00,336.5767,341.4967,329.6,337.9733,68914878.0,336.2858
2022-03-25 04:00:00,336.0,340.6,332.44,336.88,61968846.0,335.8521
2022-03-28 04:00:00,355.0333,365.96,351.2,363.9467,102300579.0,359.9024
2022-03-29 04:00:00,369.33,371.59,357.7033,366.5233,73601607.0,365.5399
2022-03-30 04:00:00,363.7233,371.3167,361.3333,364.6633,59865006.0,366.1829
