timestamp,open,high,low,close,volume,vwap
2022-02-25 05:00:00,163.84,165.12,160.8738,164.85,91974222.0,163.7895
2022-02-28 05:00:00,163.06,165.42,162.43,165.12,95056629.0,164.268
2022-03-01 05:00:00,164.695,166.6,161.97,163.2,83468865.0,164.16
2022-03-02 05:00:00,164.39,167.36,162.95,166.56,79724750.0,165.8095
2022-03-03 05:00:00,168.47,168.91,165.55,166.23,76678441.0,166.918
2022-03-04 05:00:00,164.49,165.55,162.1,163.17,83819592.0,163.398
2022-03-07 05:00:00,163.36,165.02,159.04,159.3,96418845.0,161.4026
2022-03-08 05:00:00,158.82,162.88,155.8,157.44,131139480.0,158.7737
2022-03-09 05:00:00,161.475,163.41,159.41,162.95,91445405.0,161.9446
2022-03-10 05:00:00,160.2,160.39,155.98,158.52,105342033.0,158.0284
2022-03-11 05:00:00,158.93,159.28,154.5,154.73,96917302.0,156.1598
2022-03-14 04:00:00,151.45,154.12,150.1,150.62,108712111.0,151.683
2022-03-15 04:00:00,150.9,155.57,150.38,155.09,92964302.0,153.4741
2022-03-16 04:00:00,157.05,160.0,154.46,159.59,102300157.0,157.6528
2022-03-17 04:00:00,158.61,161.0,157.63,160.62,75615376.0,159.4208
2022-03-18 04:00:00,160.51,164.48,159.76,163.98,122610172.0,162.5971
2022-03-21 04:00:00,163.51,166.35,163.015,165.38,95811352.0,164.7355
2022-03-22 04:00:00,165.51,169.42,164.91,168.82,81532007.0,168.2308
2022-03-23 04:00:00,167.99,172.64,167.65,170.21,98062674.0,170.7915
2022-03-24 04:00:00,171.06,174.14,170.21,174.07,90131418.0,172.2655
2022-03-25 04:00:00,173.88,175.28,172.75,174.72,80529356.0,174.0232
2022-03-28 04:00:00,172.17,175.73,172.0,175.6,90371916.0,174.3754
2022-03-29 04:00:00,176.69,179.01,176.34,178.96,99459940.0,177.8604
2022-03-30 04:00:00,178.55,179.61,176.7,177.77,91340654.0,178.1191
2022-03-31 04:00:00,177.84,178.03,174.4,174.61,103049285.0,175.8765
2022-04-01 04:00:00,174.03,174.88,171.94,174.31,78251328.0,173.4143
2022-04-04 04:00:00,174.57,178.49,174.44,178.44,76545983.0,177.4855
2022-04-05 04:00:00,177.5,178.3,174.415,175.06,73401786.0,175.9791
2022-04-06 04:00:00,172.36,173.63,170.13,171.83,89058782.0,171.7887
2022-04-07 04:00:00,171.16,173.36,169.85,172.14,77594650.0,171.8049
2022-04-08 04:00:00,171.78,171.78,169.2,170.09,76534208.0,170.5154
2022-04-11 04:00:00,168.71,169.03,165.5,165.75,72246706.0,166.692
2022-04-12 04:00:00,168.02,169.87,166.64,167.66,79265181.0,168.0916
2022-04-13 04:00:00,167.39,171.04,166.77,170.4,70618925.0,169.6805
2022-04-14 04:00:00,170.62,171.27,165.04,165.29,75069376.0,167.2264
2022-04-18 04:00:00,163.92,166.5984,163.57,165.07,69023941.0,164.9284
2022-04-19 04:00:00,165.02,167.82,163.91,167.4,67723833.0,166.5491
2022-04-20 04:00:00,168.76,168.88,166.1,167.23,67929814.0,167.3492
2022-04-21 04:00:00,168.91,171.53,165.91,166.42,87227768.0,168.8014
2022-04-22 04:00:00,166.46,167.8699,161.5,161.79,84875424.0,164.2289
2022-04-25 04:00:00,161.12,163.17,158.46,162.88,96017376.0,160.7032
2022-04-26 04:00:00,162.25,162.34,156.72,156.8,95595226.0,158.6074
