timestamp,open,high,low,close,volume,vwap
2022-02-25 05:00:00,295.14,297.63,291.655,297.31,32546721.0,295.6957
2022-02-28 05:00:00,294.31,299.14,293.0,298.79,34627457.0,296.5331
2022-03-01 05:00:00,296.4,299.97,292.15,294.95,31217778.0,295.8563
2022-03-02 05:00:00,295.36,301.47,293.698,300.19,31873007.0,298.8646
2022-03-03 05:00:00,302.89,303.13,294.05,295.92,27314469.0,297.4481
2022-03-04 05:00:00,294.29,295.66,287.165,289.86,32369655.0,289.9672
2022-03-07 05:00:00,288.53,289.69,278.53,278.91,43157178.0,281.6699
2022-03-08 05:00:00,277.8,283.96,270.0,275.85,48157675.0,276.5819
2022-03-09 05:00:00,283.44,289.6,280.78,288.5,35204480.0,286.2058
2022-03-10 05:00:00,283.02,286.6,280.58,285.59,30628012.0,283.9699
2022-03-11 05:00:00,287.96,289.51,279.43,280.07,27209330.0,283.7288
2022-03-14 04:00:00,280.34,285.3992,275.82,276.44,30660747.0,279.6999
2022-03-15 04:00:00,280.35,287.82,278.725,287.15,34245085.0,284.064
2022-03-16 04:00:00,289.11,294.57,283.2,294.39,37729529.0,290.7357
2022-03-17 04:00:00,293.29,295.61,289.37,295.22,30802133.0,293.1691
2022-03-18 04:00:00,295.37,301.0,292.73,300.43,43222225.0,297.9485
2022-03-21 04:00:00,298.89,300.14,294.9,299.16,28351245.0,297.8602
2022-03-22 04:00:00,299.8,305.0,298.77,304.06,27599689.0,303.1289
2022-03-23 04:00:00,300.51,303.23,297.7201,299.49,25715377.0,300.5899
2022-03-24 04:00:00,299.14,304.2,298.315,304.1,24484456.0,301.84
2022-03-25 04:00:00,305.23,305.5,299.2855,303.68,22566453.0,302.5129
2022-03-28 04:00:00,304.33,310.8,304.33,310.7,29553438.0,308.8785
2022-03-29 04:00:00,313.91,315.82,309.05,315.41,30393403.0,313.2741
2022-03-30 04:00:00,313.76,315.95,311.58,313.86,28163555.0,313.7134
2022-03-31 04:00:00,313.9,315.14,307.89,308.31,33422070.0,310.4193
2022-04-01 04:00:00,309.37,310.13,305.54,309.42,27101029.0,308.0485
2022-04-04 04:00:00,310.09,315.11,309.71,314.97,24335868.0,313.7554
2022-04-05 04:00:00,313.27,314.865,309.87,310.88,23156719.0,311.7992
2022-04-06 04:00:00,305.19,307.0,296.71,299.5,40110372.0,300.4693
2022-04-07 04:00:00,296.66,303.65,296.35,301.37,31411155.0,300.9241
2022-04-08 04:00:00,300.44,301.12,296.28,296.97,24361917.0,298.2833
2022-04-11 04:00:00,291.79,292.61,285.0,285.26,34519264.0,286.8651
2022-04-12 04:00:00,289.235,290.739,280.49,282.06,30966721.0,284.9687
2022-04-13 04:00:00,282.73,288.58,281.3,287.62,21904429.0,285.8202
2022-04-14 04:00:00,288.09,288.305,279.32,279.83,28221607.0,282.3705
2022-04-18 04:00:00,278.91,282.46,278.34,280.52,20748800.0,280.1829
2022-04-19 04:00:00,279.38,286.17,278.41,285.3,22297720.0,283.7503
2022-04-20 04:00:00,289.4,289.7,285.3702,286.36,22901807.0,286.9915
2022-04-21 04:00:00,288.58,293.3,280.06,280.81,29454587.0,285.5863
2022-04-22 04:00:00,281.68,283.2,273.38,274.03,29405798.0,277.0631
2022-04-25 04:00:00,273.29,281.11,270.77,280.72,35678852.0,276.9162
2022-04-26 04:00:00,277.5,278.3599,270.0,270.22,46512195.0,273.1034
2022-04-27 04:00:00,282.1,290.97,279.16,283.22,63468094.0,285.1692
2022-04-28 04:00:00,285.185,290.98,281.4562,289.63,33646570.0,286.9376
2022-04-29 04:00:00,288.61,289.88,276.5,277.52,37073923.0,281.5777
2022-05-02 04:00:00,277.71,284.94,276.22,284.47,35127105.0,280.8292
2022-05-03 04:00:00,283.96,284.13,280.15,281.78,25978605.0,281.9915
2022-05-04 04:00:00,282.59,290.88,276.73,289.98,33598320.0,284.0704
2022-05-05 04:00:00,285.54,286.35,274.34,277.35,43260386.0,277.791
2022-05-06 04:00:00,274.805,279.25,271.27,274.73,37776182.0,274.9419
2022-05-09 04:00:00,270.06,272.36,263.32,264.58,47725952.0,266.3383
2022-05-10 04:00:00,271.69,273.75,265.07,269.5,39336424.0,269.8717
2022-05-11 04:00:00,265.68,271.36,259.3,260.55,48975898.0,263.2184
2022-05-12 04:00:00,257.69,259.88,250.02,255.35,51033802.0,254.7634
2022-05-13 04:00:00,257.35,263.04,255.35,261.12,34918893.0,260.1715
2022-05-16 04:00:00,259.955,265.82,255.78,261.5,32539933.0,260.8411
2022-05-17 04:00:00,266.11,268.33,262.46,266.82,28828799.0,265.5584
2022-05-18 04:00:00,263.0,263.6,252.77,254.08,31355985.0,256.42
2022-05-19 04:00:00,253.9,257.67,251.88,253.14,32692286.0,254.4025
2022-05-20 04:00:00,257.24,258.54,246.44,252.56,39164899.0,251.557
2022-05-23 04:00:00,255.49,261.5,253.43,260.65,33175379.0,258.9217
2022-05-24 04:00:00,257.89,261.33,253.5,259.62,29043904.0,257.8803
2022-05-25 04:00:00,258.14,264.58,257.125,262.52,28547947.0,260.9506
2022-05-26 04:00:00,262.27,267.11,261.4294,265.9,25002105.0,265.2818
2022-05-27 04:00:00,268.48,273.34,267.56,273.24,26910824.0,271.6528
2022-05-31 04:00:00,272.53,274.77,268.93,271.87,37827695.0,272.0011
2022-06-01 04:00:00,275.195,277.69,270.04,272.42,25285874.0,273.3295
2022-06-02 04:00:00,264.45,274.65,261.6,274.58,44008205.0,269.0219
2022-06-03 04:00:00,270.31,273.45,268.41,270.02,28058958.0,270.3279
2022-06-06 04:00:00,272.06,274.18,267.22,268.75,22397042.0,270.0763
2022-06-07 04:00:00,266.635,273.13,265.94,272.5,22860677.0,270.6967
2022-06-08 04:00:00,271.71,273.0,269.61,270.41,17372341.0,271.1519
2022-06-09 04:00:00,267.78,272.7081,264.63,264.79,26439728.0,268.0203
2022-06-10 04:00:00,260.58,260.58,252.53,252.99,31445841.0,254.9867
2022-06-13 04:00:00,245.11,249.0242,241.53,242.26,45913188.0,244.2909
2022-06-14 04:00:00,243.86,245.74,241.51,244.49,28651487.0,243.7922
2022-06-15 04:00:00,248.31,255.3,246.42,251.76,33111729.0,250.6363
2022-06-16 04:00:00,245.98,247.4174,243.02,244.97,33169160.0,244.875
